CVE_MUNICIPIO,ANIO,PRESUPUESTO,DECIL_ANUAL_PRESUP,DEFORESTACION_HA,DECIL_ANT,DELTA_DECIL,CLASE_5,PRESUPUESTO_L1,DEFORESTACION_L1,DECIL_L1,PRESUPUESTO_L2,DEFORESTACION_L2,DECIL_L2,CLASE_5_pred,CLASE_5_pred_num,DEFORESTACION_PRED
21047.0,2024,0.0,0,0.0,6.0,-6.0,bajada_fuerte,2805750.0,0.0,6.0,45223100.57,0.0,9.0,bajada_leve,-1,0.0
21048.0,2024,525000.0,1,0.0,5.0,-4.0,bajada_fuerte,1475000.0,0.0,5.0,3657600.0,0.0,5.0,sin_cambio,0,0.0
21049.0,2024,1241500.0,2,0.0,7.0,-5.0,bajada_fuerte,3279350.0,0.0,7.0,7601400.0,0.0,6.0,sin_cambio,0,0.0
21050.0,2024,0.0,0,0.0,5.0,-5.0,bajada_fuerte,1578450.0,0.0,5.0,3176250.0,0.0,4.0,bajada_leve,-1,0.0
21051.0,2024,0.0,0,0.0,6.0,-6.0,bajada_fuerte,2129900.0,0.0,6.0,50683139.96,0.0,9.0,bajada_leve,-1,0.0
21052.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,255350.0,0.0,2.0,453600.0,0.0,1.0,sin_cambio,0,0.0
21053.0,2024,18519750.0,9,0.0,9.0,0.0,sin_cambio,16467150.0,0.0,9.0,55304500.0,0.0,9.0,subida_leve,1,0.0
21054.0,2024,4600000.0,5,0.0,8.0,-3.0,bajada_fuerte,6759500.0,0.0,8.0,17505400.0,0.0,8.0,bajada_leve,-1,0.0
21055.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,371700.0,0.0,3.0,5488283.96,0.0,5.0,sin_cambio,0,0.0
21056.0,2024,0.0,0,0.0,1.0,-1.0,bajada_leve,76700.0,0.0,1.0,226800.0,0.0,1.0,sin_cambio,0,0.0
21057.0,2024,3581250.0,5,0.0,6.0,-1.0,bajada_leve,3035700.0,0.0,6.0,10375450.0,0.0,7.0,sin_cambio,0,0.0
21058.0,2024,0.0,0,0.0,7.0,-7.0,bajada_fuerte,4041550.0,0.0,7.0,4454650.0,0.0,5.0,bajada_leve,-1,0.0
21059.0,2024,0.0,0,0.0,2.0,-2.0,bajada_fuerte,168150.0,0.0,2.0,551600.0,0.0,2.0,sin_cambio,0,0.0
21060.0,2024,0.0,0,0.0,3.0,-3.0,bajada_fuerte,330400.0,0.0,3.0,1117200.0,0.0,3.0,sin_cambio,0,0.0
21061.0,2024,40285000.0,10,0.0,5.0,5.0,subida_fuerte,1005200.0,0.0,5.0,1694700.0,0.0,3.0,bajada_leve,-1,0.0
